version,masking_prob,epoch,loss,precision,recall,f1,accuracy
v7_p0.4,0.4,1,0.11310333013534546,0.8058577405857741,0.810333221137664,0.808089284215826,0.9692184883766208
v7_p0.4,0.4,2,0.0841991975903511,0.8575508147152696,0.8591383372601817,0.8583438419503993,0.9767921809898369
v7_p0.4,0.4,3,0.06910470873117447,0.8826608137768023,0.879838438236284,0.8812473662031183,0.9801409602429811
v7_p0.4,0.4,4,0.05914057418704033,0.8912391738840773,0.9005385392123864,0.8958647245940063,0.9831392858533546
v7_p0.4,0.4,5,0.054412320256233215,0.8990825688073395,0.9071019858633457,0.9030744743235319,0.9845411004244383
v7_p0.4,0.4,6,0.05400513485074043,0.905396402398401,0.9148434870414002,0.9100954294324459,0.984949963007671
v7_p0.4,0.4,7,0.05234745889902115,0.9080766028309741,0.917704476607203,0.912865154432075,0.985495113118648
v7_p0.4,0.4,8,0.0515691302716732,0.9110480640854473,0.9187142376304275,0.9148650913356796,0.985845566761419
v7_p0.4,0.4,9,0.05115561932325363,0.9103632122625791,0.9195557051497812,0.9149363697253851,0.9859818542891632
v7_p0.4,0.4,9,0.1096777692437172,0.8702410059378275,0.8822592067988668,0.8762088974854931,0.9762463658878001
v7_p0.8,0.8,1,0.1541186422109604,0.7626021798365122,0.7536183103332211,0.7580836295920094,0.9605350258946302
v7_p0.8,0.8,2,0.11680472642183304,0.8277102243534852,0.8133625042073376,0.8204736440030558,0.9696662902534948
v7_p0.8,0.8,3,0.10048127919435501,0.8454328561690525,0.8349040727027937,0.8401354784081287,0.9732876445621277
v7_p0.8,0.8,4,0.087666355073452,0.8470149253731343,0.8404577583305285,0.8437236019597906,0.974903625248238
v7_p0.8,0.8,5,0.07978856563568115,0.8511278195488722,0.8572871087176035,0.8541963611972835,0.9767921809898369
v7_p0.8,0.8,6,0.07777735590934753,0.8623837700760778,0.8584651632446988,0.8604200050603019,0.9772010435730696
v7_p0.8,0.8,7,0.07391756772994995,0.8659966499162479,0.8700774150117806,0.8680322364002686,0.9784665706164091
v7_p0.8,0.8,8,0.07290097326040268,0.8703267093297407,0.8697408280040391,0.8700336700336702,0.9787002063782563
v7_p0.8,0.8,9,0.07239662855863571,0.8702956989247311,0.871760350050488,0.8710274087775348,0.9789533117869242
v7_p0.8,0.8,9,0.1274995505809784,0.8358420400212502,0.8356940509915014,0.83576803895529,0.9702810380101217
v7_p0,0,1,0.09838820993900299,0.8157721435627264,0.8338943116795692,0.824733688415446,0.972177874693353
v7_p0,0,2,0.06567781418561935,0.8825978351373855,0.8919555705149781,0.8872520297982757,0.9812507301117558
v7_p0,0,3,0.05502605810761452,0.9088467349336915,0.9111410299562437,0.9099924363391882,0.984307464662591
v7_p0,0,4,0.05188825726509094,0.9074597109154344,0.9192191181420397,0.9133015634144303,0.9857676881741365
v7_p0,0,5,0.0490068644285202,0.9140301474242173,0.9286435543588017,0.9212789047499791,0.9870137455706554
v7_p0,0,6,0.04908449202775955,0.9124523296302437,0.9261191518007404,0.9192349452935772,0.9867022312215257
v7_p0,0,7,0.0488525852560997,0.9167357770774589,0.9301581958936385,0.923398212346504,0.9873057902729645
v7_p0,0,8,0.04828128591179848,0.9169986719787516,0.9296533153820262,0.9232826341300351,0.9871500330983995
v7_p0,0,9,0.048467546701431274,0.9196013289036545,0.9316728374284753,0.9255977261327537,0.9875199563879912
v7_p0,0,9,0.11272358894348145,0.8709009319986193,0.8934135977337111,0.8820136339800735,0.9768924302788845
v7_p0.2,0.2,1,0.10686376690864563,0.8081849941773416,0.8175698418041064,0.8128503304609722,0.9704840154199603
v7_p0.2,0.2,2,0.07435448467731476,0.8676201563279561,0.8779872096937058,0.8727728983688833,0.9792648261360539
v7_p0.2,0.2,3,0.0615265928208828,0.8981450252951096,0.8963312016156176,0.8972371967654986,0.9823410303337098
v7_p0.2,0.2,4,0.054654426872730255,0.8995517184127512,0.9118142039717267,0.9056414542415379,0.9845605700712589
v7_p0.2,0.2,5,0.05109591782093048,0.9067219917012448,0.9193874116459104,0.9130107796440211,0.9858845060550602
v7_p0.2,0.2,6,0.05135312303900719,0.909953395472703,0.9200605856613935,0.9149790794979079,0.985942914995522
v7_p0.2,0.2,7,0.04959802329540253,0.9129857190302225,0.9252776842813868,0.9190906051487796,0.9866243526342432
v7_p0.2,0.2,8,0.04874724522233009,0.9146604682052133,0.927128912823965,0.9208524864187213,0.9869942759238347
v7_p0.2,0.2,9,0.0487336628139019,0.9170545212765957,0.928475260854931,0.9227295534370297,0.9872668509793232
v7_p0.2,0.2,9,0.10850143432617188,0.8712029161603888,0.8886331444759207,0.8798317118064686,0.9769355012382901
v7_p0.6,0.6,1,0.12767228484153748,0.7932659932659932,0.7929989902389768,0.7931324692812658,0.9663175110003505
v7_p0.6,0.6,2,0.09670447558164597,0.8420963651732882,0.8382699427802087,0.8401787973349076,0.9738717339667459
v7_p0.6,0.6,3,0.08005593717098236,0.8670158837445083,0.8635139683608213,0.8652613827993255,0.9775320275690199
v7_p0.6,0.6,4,0.06879804283380508,0.873156836461126,0.8769774486704813,0.8750629722921914,0.9800436120088781
v7_p0.6,0.6,5,0.06325327605009079,0.881123557933456,0.8869067653988556,0.8840057032626017,0.9812117908181146
v7_p0.6,0.6,6,0.061508677899837494,0.8887772194304857,0.8929653315382027,0.8908663532572196,0.9821268642186831
v7_p0.6,0.6,7,0.059226326644420624,0.8954149933065596,0.9005385392123864,0.8979694579627454,0.9832366340874577
v7_p0.6,0.6,8,0.05832915008068085,0.8951774949765573,0.8996970716930327,0.8974315930837671,0.9833729216152018
v7_p0.6,0.6,9,0.05779894441366196,0.8944203140661544,0.9010434197239987,0.8977196512407781,0.983470269849305
v7_p0.6,0.6,9,0.11427191644906998,0.8578448578448579,0.8654390934844193,0.8616252423761679,0.9739205340798966
v7_p0.1,0.1,1,0.1018873006105423,0.8096806058610471,0.8276674520363514,0.8185752330226365,0.9714769674078112
v7_p0.1,0.1,2,0.0701315701007843,0.8716160106294636,0.8832043083136991,0.8773718966814344,0.9799462637747751
v7_p0.1,0.1,3,0.05918372422456741,0.9035191109614413,0.9030629417704477,0.9032909687736722,0.9832950430279195
v7_p0.1,0.1,4,0.05398821458220482,0.9032418952618454,0.9143386065297879,0.9087563770176466,0.9851057201822359
v7_p0.1,0.1,5,0.04947503283619881,0.9073767780350646,0.9232581622349377,0.9152485819152487,0.986488065106499
v7_p0.1,0.1,6,0.0499006062746048,0.9109305025709072,0.9242679232581622,0.9175507476401303,0.9863128382851135
v7_p0.1,0.1,7,0.04922096058726311,0.914271473666722,0.9261191518007404,0.9201571774935206,0.9868190491024493
v7_p0.1,0.1,8,0.04823776334524155,0.9159747592162072,0.9283069673510602,0.9220996322300234,0.987130563451579
v7_p0.1,0.1,9,0.0485568642616272,0.9182452642073778,0.9299899023897678,0.9240802675585283,0.9874031385070675
v7_p0.1,0.1,9,0.10899346321821213,0.8700535683428374,0.8914660056657224,0.880629645824224,0.9769785721976957
v7_p0.05,0.05,1,0.09883709251880646,0.8159327065809006,0.8325479636486032,0.8241566014160767,0.9719442389315058
v7_p0.05,0.05,2,0.06803129613399506,0.8786819770344483,0.8885897004375631,0.883608066270605,0.980647171060317
v7_p0.05,0.05,3,0.057065438479185104,0.9057142857142857,0.906933692359475,0.9063235788765556,0.9836844359643316
v7_p0.05,0.05,4,0.05278849974274635,0.9035204251079375,0.9156849545607539,0.9095620193915078,0.985397764884545
v7_p0.05,0.05,5,0.04904757812619209,0.9102649006622516,0.9252776842813868,0.9177098981806043,0.9867022312215257
v7_p0.05,0.05,6,0.049477990716695786,0.9136499501826636,0.9259508582968697,0.9197592778335004,0.9867022312215257
v7_p0.05,0.05,7,0.04883449152112007,0.9174846115454999,0.9281386738471895,0.9227808918263198,0.9871500330983995
v7_p0.05,0.05,8,0.04810534045100212,0.9172757475083056,0.9293167283742848,0.9232569804380538,0.9873641992134262
v7_p0.05,0.05,9,0.04845967888832092,0.918411432369558,0.9301581958936385,0.924247491638796,0.9874031385070675
v7_p0.05,0.05,9,0.11003842949867249,0.8696927856403176,0.8921742209631728,0.8807900716657928,0.9768493593194788
v7_p0.025,0.025,1,0.09869623929262161,0.8161582852431987,0.8330528441602154,0.8245190305655035,0.971983178225147
v7_p0.025,0.025,2,0.06723640114068985,0.8799467908214167,0.8906092224840121,0.8852459016393442,0.9807834585880613
v7_p0.025,0.025,3,0.05612538009881973,0.9080363147276396,0.9089532144059239,0.9084945332211942,0.9839959503134613
v7_p0.025,0.025,4,0.05212271213531494,0.9057574249211879,0.9187142376304275,0.9121898237112541,0.985592461352751
v7_p0.025,0.025,5,0.049127984791994095,0.9118133686300464,0.9274654998317065,0.9195728349741364,0.9868385187492699
v7_p0.025,0.025,6,0.049002133309841156,0.9134041141340411,0.9266240323123528,0.9199665831244779,0.9868579883960905
v7_p0.025,0.025,7,0.0489627905189991,0.9154906192927112,0.9279703803433188,0.9216882574174676,0.9871695027452202
v7_p0.025,0.025,8,0.04820556938648224,0.9160026560424966,0.9286435543588017,0.9222797927461139,0.9871695027452202
v7_p0.025,0.025,9,0.048371315002441406,0.9192422731804586,0.9309996634129922,0.9250836120401338,0.9874810170943499
v7_p0.025,0.025,9,0.11088033765554428,0.8716707021791767,0.8923512747875354,0.8818897637795277,0.9770431786368041
